id,name,scientific name,type,parent species id,family,group,authority,rarity,status,obscurity,link
1232,Russische Kauw,Coloeus monedula soemmerringii,ondersoort,126,Corvidae (Kraaien en Gaaien),Vogels,"(Fischer von Waldheim, G, 1811)",zeldzaam,inheems,,https://waarneming.nl/species/1232/
105272,Russische Stormmeeuw,Larus canus heinei,ondersoort,183,"Laridae (Meeuwen, Sterns en Schaarbekken)",Vogels,"Homeyer, EF, 1853",zeldzaam,inheems,,https://waarneming.nl/species/105272/
1440,Rüppells Gier,Gyps rueppelli,soort,,"Accipitridae (Wouwen, Haviken en Arenden)",Vogels,"(Brehm, AE, 1852)",zeldzaam,exoot,,https://waarneming.nl/species/1440/
16673,Sahelscharrelaar,Coracias abyssinicus,soort,,Coraciidae (Scharrelaars),Vogels,"Hermann, J, 1783",algemeen,exoot,,https://waarneming.nl/species/16673/
322,Sakervalk,Falco cherrug,soort,,Falconidae (Caracara's en Valken),Vogels,"Gray, JE, 1834",zeer zeldzaam,inheems,,https://waarneming.nl/species/322/
1140,Sardijnse Grasmus,Curruca sarda,soort,,Sylviidae (Grasmussen),Vogels,"(Temminck, CJ, 1820)",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/1140/
159298,Scandinavische Oeverpieper,Anthus petrosus littoralis,ondersoort,358,Motacillidae (Piepers en Kwikstaarten),Vogels,"Brehm, CL, 1823",vrij algemeen,inheems,,https://waarneming.nl/species/159298/
20947,Scandinavische Tjiftjaf,Phylloscopus collybita abietinus,ondersoort,186,Phylloscopidae (Boszangers),Vogels,"(Nilsson, S, 1819)",vrij algemeen,inheems,,https://waarneming.nl/species/20947/
105271,Scandinavische Zilvermeeuw,Larus argentatus argentatus,ondersoort,205,"Laridae (Meeuwen, Sterns en Schaarbekken)",Vogels,"Pontoppidan, E, 1763",algemeen,inheems,,https://waarneming.nl/species/105271/
323,Scharrelaar,Coracias garrulus,soort,,Coraciidae (Scharrelaars),Vogels,"Linnaeus, C, 1758",zeer zeldzaam,inheems,,https://waarneming.nl/species/323/
20821,Schildraaf,Corvus albus,soort,,Corvidae (Kraaien en Gaaien),Vogels,"Müller, PLS, 1776",zeer zeldzaam,incidentele invoer,,https://waarneming.nl/species/20821/
173,Scholekster,Haematopus ostralegus,soort,,Haematopodidae (Scholeksters),Vogels,"Linnaeus, C, 1758",algemeen,inheems,,https://waarneming.nl/species/173/
245107,Scholekster ssp longipes,Haematopus ostralegus longipes,ondersoort,173,Haematopodidae (Scholeksters),Vogels,"Buturlin, SA, 1910",zeer zeldzaam,inheems,,https://waarneming.nl/species/245107/
245106,Scholekster ssp ostralegus,Haematopus ostralegus ostralegus,ondersoort,173,Haematopodidae (Scholeksters),Vogels,"Linnaeus, C, 1758",algemeen,inheems,,https://waarneming.nl/species/245106/
978,Schoorsteengierzwaluw,Chaetura pelagica,soort,,Apodidae (Gierzwaluwen),Vogels,"(Linnaeus, C, 1758)",zeer zeldzaam,inheems,,https://waarneming.nl/species/978/
359,Schreeuwarend,Clanga pomarina,soort,,"Accipitridae (Wouwen, Haviken en Arenden)",Vogels,"(Brehm, CL, 1831)",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/359/
154943,Seebohms Tapuit,Oenanthe seebohmi,soort,,Muscicapidae (Vliegenvangers),Vogels,"(Dixon, C, 1882)",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/154943/
72948,Senegalese Griel,Burhinus senegalensis,soort,,Burhinidae (Grielen),Vogels,"(Swainson, WJ, 1837)",vrij algemeen,exoot,,https://waarneming.nl/species/72948/
26588,Shamalijster,Copsychus malabaricus,soort,,Muscicapidae (Vliegenvangers),Vogels,"(Scopoli, GA, 1786)",vrij algemeen,exoot,,https://waarneming.nl/species/26588/
1525,Siberische Boompieper,Anthus hodgsoni,soort,,Motacillidae (Piepers en Kwikstaarten),Vogels,"Richmond, CW, 1907",zeldzaam,inheems,,https://waarneming.nl/species/1525/
105161,Siberische Braamsluiper,Curruca curruca blythi,ondersoort,78,Sylviidae (Grasmussen),Vogels,"(Ticehurst, CB; Whistler, H, 1933)",zeer zeldzaam,inheems,,https://waarneming.nl/species/105161/
71756,Siberische Gierzwaluw,Apus pacificus,soort,,Apodidae (Gierzwaluwen),Vogels,"(Latham, J, 1801)",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/71756/
72920,Siberische Grijze Ruiter,Tringa brevipes,soort,,Scolopacidae (Strandlopers en snippen),Vogels,"(Vieillot, LJP, 1816)",zeer zeldzaam,inheems,,https://waarneming.nl/species/72920/
259372,Siberische Lijster,Geokichla sibirica,soort,,Turdidae (Lijsters),Vogels,"(Pallas, PS, 1776)",zeer zeldzaam,inheems,,https://waarneming.nl/species/259372/
1571,Siberische Sprinkhaanzanger,Helopsaltes certhiola,soort,,Locustellidae (Sprinkhaanzangers),Vogels,"(Pallas, PS, 1811)",zeer zeldzaam,inheems,,https://waarneming.nl/species/1571/
904,Siberische Strandloper,Calidris acuminata,soort,,Scolopacidae (Strandlopers en snippen),Vogels,"(Horsfield, T, 1821)",zeer zeldzaam,inheems,,https://waarneming.nl/species/904/
802,Siberische Taling,Sibirionetta formosa,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Georgi, JG, 1775)",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/802/
765,Siberische Tjiftjaf,Phylloscopus collybita tristis,ondersoort,186,Phylloscopidae (Boszangers),Vogels,"Blyth, E, 1843",zeldzaam,inheems,,https://waarneming.nl/species/765/
186861,Siberische Waterpieper,Anthus japonicus,soort,,Motacillidae (Piepers en Kwikstaarten),Vogels,"Temminck, CJ; Schlegel, H, 1847",zeer zeldzaam,inheems,,https://waarneming.nl/species/186861/
72716,Siberische Witte Kraanvogel,Leucogeranus leucogeranus,soort,,Gruidae (Kraanvogels),Vogels,"(Pallas, PS, 1773)",zeer zeldzaam,exoot,,https://waarneming.nl/species/72716/
1041115,"Siberische, Vale of Humes Braamsluiper spec.",Curruca curruca blythi / halimodendri / althaea,verzamelsoort,,Sylviidae (Grasmussen),Vogels,,zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/1041115/
1598,Sierlijke Stern,Thalasseus elegans,soort,,"Laridae (Meeuwen, Sterns en Schaarbekken)",Vogels,"(Gambel, W, 1849)",zeer zeldzaam,inheems,,https://waarneming.nl/species/1598/
174,Sijs,Spinus spinus,soort,,Fringillidae (Vinken),Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/174/
20306,Sint-Helenafazantje,Estrilda astrild,soort,,Estrildidae (Prachtvinken),Vogels,"(Linnaeus, C, 1758)",algemeen,exoot,,https://waarneming.nl/species/20306/
324,Slangenarend,Circaetus gallicus,soort,,"Accipitridae (Wouwen, Haviken en Arenden)",Vogels,"(Gmelin, JF, 1788)",zeldzaam,inheems,,https://waarneming.nl/species/324/
907431,Slangenarend ssp gallicus,Circaetus gallicus gallicus,ondersoort,324,"Accipitridae (Wouwen, Haviken en Arenden)",Vogels,"(Gmelin, JF, 1788)",zeldzaam,inheems,,https://waarneming.nl/species/907431/
325,Slechtvalk,Falco peregrinus,soort,,Falconidae (Caracara's en Valken),Vogels,"Tunstall, M, 1771",vrij algemeen,inheems,,https://waarneming.nl/species/325/
244718,Slechtvalk ssp pelegrinoides,Falco peregrinus pelegrinoides,ondersoort,325,Falconidae (Caracara's en Valken),Vogels,"Temminck, CJ, 1829",algemeen,incidentele invoer,,https://waarneming.nl/species/244718/
244707,Slechtvalk ssp peregrinus,Falco peregrinus peregrinus,ondersoort,325,Falconidae (Caracara's en Valken),Vogels,"Tunstall, M, 1771",vrij algemeen,inheems,,https://waarneming.nl/species/244707/
175,Slobeend,Spatula clypeata,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/175/
72470,Smaragdduif,Chalcophaps indica,soort,,Columbidae (Duiven),Vogels,"(Linnaeus, C, 1758)",vrij algemeen,exoot,,https://waarneming.nl/species/72470/
21007,Smaragdpurperkoet,Porphyrio porphyrio madagascariensis,ondersoort,244967,"Rallidae (Rallen, koeten en waterhoentjes)",Vogels,"(Latham, J, 1801)",vrij algemeen,exoot,,https://waarneming.nl/species/21007/
326,Smelleken,Falco columbarius,soort,,Falconidae (Caracara's en Valken),Vogels,"Linnaeus, C, 1758",vrij algemeen,inheems,,https://waarneming.nl/species/326/
244672,Smelleken ssp aesalon,Falco columbarius aesalon,ondersoort,326,Falconidae (Caracara's en Valken),Vogels,"Tunstall, M, 1771",vrij algemeen,inheems,,https://waarneming.nl/species/244672/
26674,Smidsplevier,Vanellus armatus,soort,,Charadriidae (Kieviten en Plevieren),Vogels,"(Burchell, WJ, 1822)",vrij algemeen,exoot,,https://waarneming.nl/species/26674/
176,Smient,Mareca penelope,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/176/
327,Sneeuwgans,Anser caerulescens,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Linnaeus, C, 1758)",zeldzaam,inheems,,https://waarneming.nl/species/327/
329,Sneeuwgors,Plectrophenax nivalis,soort,,Calcariidae (IJsgorzen en Sneeuwgorzen),Vogels,"(Linnaeus, C, 1758)",vrij algemeen,inheems,,https://waarneming.nl/species/329/
263854,Sneeuwgors ssp nivalis,Plectrophenax nivalis nivalis,ondersoort,329,Calcariidae (IJsgorzen en Sneeuwgorzen),Vogels,"(Linnaeus, C, 1758)",vrij algemeen,inheems,,https://waarneming.nl/species/263854/
328,Sneeuwuil,Bubo scandiacus,soort,,Strigidae (Uilen),Vogels,"(Linnaeus, C, 1758)",zeer zeldzaam,inheems,,https://waarneming.nl/species/328/
240777,Snip (Gallinago) onbekend,Gallinago spec.,verzamelsoort,,Scolopacidae (Strandlopers en snippen),Vogels,"Brisson, MJ, 1760",algemeen,inheems,,https://waarneming.nl/species/240777/
47,Snor,Locustella luscinioides,soort,,Locustellidae (Sprinkhaanzangers),Vogels,"(Savi, P, 1824)",vrij algemeen,inheems,,https://waarneming.nl/species/47/
256880,Snor ssp luscinioides,Locustella luscinioides luscinioides,ondersoort,47,Locustellidae (Sprinkhaanzangers),Vogels,"(Savi, P, 1824)",vrij algemeen,inheems,,https://waarneming.nl/species/256880/
259354,Soembawalijster,Geokichla dohertyi,soort,,Turdidae (Lijsters),Vogels,"Hartert, EJO, 1896",algemeen,incidentele invoer,,https://waarneming.nl/species/259354/
71531,Soldatenara,Ara militaris,soort,,Psittacidae (Papegaaien),Vogels,"(Linnaeus, C, 1766)",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/71531/
72823,Soraral,Porzana carolina,soort,,"Rallidae (Rallen, koeten en waterhoentjes)",Vogels,"(Linnaeus, C, 1758)",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/72823/
861,Spaanse Keizerarend,Aquila adalberti,soort,,"Accipitridae (Wouwen, Haviken en Arenden)",Vogels,"Brehm, CL, 1861",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/861/
1579,Spaanse Mus,Passer hispaniolensis,soort,,Passeridae (Mussen),Vogels,"(Temminck, CJ, 1820)",zeer zeldzaam,inheems,,https://waarneming.nl/species/1579/
262127,Sparrenzanger,Setophaga fusca,soort,,Parulidae (Amerikaanse zangers),Vogels,"(Müller, PLS, 1776)",zeer zeldzaam,inheems,,https://waarneming.nl/species/262127/
643161,Specht onbekend,Picidae indet.,verzamelsoort,,Picidae (Spechten),Vogels,,algemeen,inheems,,https://waarneming.nl/species/643161/
178,Sperwer,Accipiter nisus,soort,,"Accipitridae (Wouwen, Haviken en Arenden)",Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/178/
244447,Sperwer ssp nisus,Accipiter nisus nisus,ondersoort,178,"Accipitridae (Wouwen, Haviken en Arenden)",Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/244447/
371,Sperwergrasmus,Curruca nisoria,soort,,Sylviidae (Grasmussen),Vogels,"(Bechstein, JM, 1792)",zeldzaam,inheems,,https://waarneming.nl/species/371/
258110,Sperwergrasmus ssp nisoria,Curruca nisoria nisoria,ondersoort,371,Sylviidae (Grasmussen),Vogels,"(Bechstein, JM, 1792)",zeldzaam,inheems,,https://waarneming.nl/species/258110/
1554,Sperweruil,Surnia ulula,soort,,Strigidae (Uilen),Vogels,"(Linnaeus, C, 1758)",zeer zeldzaam,inheems,,https://waarneming.nl/species/1554/
29033,Spitskuifduif,Ocyphaps lophotes,soort,,Columbidae (Duiven),Vogels,"(Temminck, CJ, 1822)",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/29033/
78170,Spitsstaartamadine,Poephila acuticauda,soort,,Estrildidae (Prachtvinken),Vogels,"(Gould, J, 1840)",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/78170/
78192,Spitsstaartbronzemannetje,Lonchura striata,soort,,Estrildidae (Prachtvinken),Vogels,"(Linnaeus, C, 1766)",vrij algemeen,exoot,,https://waarneming.nl/species/78192/
9400,Spoorwiekgans,Plectropterus gambensis,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Linnaeus, C, 1766)",algemeen,exoot,,https://waarneming.nl/species/9400/
1615,Sporenkievit,Vanellus spinosus,soort,,Charadriidae (Kieviten en Plevieren),Vogels,"(Linnaeus, C, 1758)",zeer zeldzaam,inheems,,https://waarneming.nl/species/1615/
1559,Spotlijster,Mimus polyglottos,soort,,Mimidae (Spotlijsters),Vogels,"(Linnaeus, C, 1758)",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/1559/
179,Spotvogel,Hippolais icterina,soort,,Acrocephalidae (Rietzangers),Vogels,"(Vieillot, LJP, 1817)",vrij algemeen,inheems,,https://waarneming.nl/species/179/
698106,Spotvogel onbekend,Hippolais spec.,verzamelsoort,,Acrocephalidae (Rietzangers),Vogels,"Conrad von Baldenstein, T, 1827",vrij algemeen,inheems,,https://waarneming.nl/species/698106/
180,Spreeuw,Sturnus vulgaris,soort,,Sturnidae (Spreeuwen),Vogels,"Linnaeus, C, 1758",algemeen,inheems,,https://waarneming.nl/species/180/
259266,Spreeuw ssp vulgaris,Sturnus vulgaris vulgaris,ondersoort,180,Sturnidae (Spreeuwen),Vogels,"Linnaeus, C, 1758",algemeen,inheems,,https://waarneming.nl/species/259266/
330,Sprinkhaanzanger,Locustella naevia,soort,,Locustellidae (Sprinkhaanzangers),Vogels,"(Boddaert, P, 1783)",vrij algemeen,inheems,,https://waarneming.nl/species/330/
256871,Sprinkhaanzanger ssp naevia,Locustella naevia naevia,ondersoort,330,Locustellidae (Sprinkhaanzangers),Vogels,"(Boddaert, P, 1783)",vrij algemeen,inheems,,https://waarneming.nl/species/256871/
181,Staartmees,Aegithalos caudatus,soort,,Aegithalidae (Staartmezen),Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/181/
2249,Staartmees Witkoppig,Aegithalos caudatus (var),variëteit,181,Aegithalidae (Staartmezen),Vogels,,algemeen,inheems,,https://waarneming.nl/species/2249/
256602,Staartmees ssp europaeus,Aegithalos caudatus europaeus,ondersoort,181,Aegithalidae (Staartmezen),Vogels,"(Hermann, J, 1804)",algemeen,inheems,,https://waarneming.nl/species/256602/
80199,Stadsduif,Columba livia f. domestica,forma,87959,Columbidae (Duiven),Vogels,,algemeen,exoot,,https://waarneming.nl/species/80199/
71458,Stanleyrosella,Platycercus icterotis,soort,,Psittaculidae (Parkieten),Vogels,"(Temminck, CJ; Kuhl, H, 1820)",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/71458/
331,Steenarend,Aquila chrysaetos,soort,,"Accipitridae (Wouwen, Haviken en Arenden)",Vogels,"(Linnaeus, C, 1758)",zeer zeldzaam,inheems,,https://waarneming.nl/species/331/
72499,Steenduif,Columbina talpacoti,soort,,Columbidae (Duiven),Vogels,"(Temminck, CJ, 1810)",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/72499/
245730,Steenduif ssp talpacoti,Columbina talpacoti talpacoti,ondersoort,72499,Columbidae (Duiven),Vogels,"(Temminck, CJ, 1810)",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/245730/
182,Steenloper,Arenaria interpres,soort,,Scolopacidae (Strandlopers en snippen),Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/182/
245234,Steenloper ssp interpres,Arenaria interpres interpres,ondersoort,182,Scolopacidae (Strandlopers en snippen),Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/245234/
20820,Steenortolaan,Emberiza buchanani,soort,,Emberizidae (Gorzen),Vogels,"Blyth, E, 1845",zeer zeldzaam,inheems,,https://waarneming.nl/species/20820/
808,Steenpatrijs,Alectoris graeca,soort,,"Phasianidae (Kwartels, Patrijzen en Fazanten)",Vogels,"(Meisner, CFA, 1804)",vrij algemeen,exoot,,https://waarneming.nl/species/808/
34,Steenuil,Athene noctua,soort,,Strigidae (Uilen),Vogels,"(Scopoli, GA, 1769)",vrij algemeen,inheems,,https://waarneming.nl/species/34/
247249,Steenuil ssp vidalii,Athene noctua vidalii,ondersoort,34,Strigidae (Uilen),Vogels,"Brehm, AE, 1857",vrij algemeen,inheems,,https://waarneming.nl/species/247249/
194953,Stejnegers Roodborsttapuit,Saxicola maurus stejnegeri,ondersoort,1474,Muscicapidae (Vliegenvangers),Vogels,"(Parrot, CPA, 1908)",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/194953/
1555,Stekelstaartgierzwaluw,Hirundapus caudacutus,soort,,Apodidae (Gierzwaluwen),Vogels,"(Latham, J, 1801)",zeer zeldzaam,inheems,,https://waarneming.nl/species/1555/
786,Stellers Eider,Polysticta stelleri,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Pallas, PS, 1769)",zeer zeldzaam,inheems,,https://waarneming.nl/species/786/
73154,Stellers Zeearend,Haliaeetus pelagicus,soort,,"Accipitridae (Wouwen, Haviken en Arenden)",Vogels,"(Pallas, PS, 1811)",vrij algemeen,exoot,,https://waarneming.nl/species/73154/
332,Steltkluut,Himantopus himantopus,soort,,Recurvirostridae (Kluten),Vogels,"(Linnaeus, C, 1758)",vrij algemeen,inheems,,https://waarneming.nl/species/332/
20640,Steltloper onbekend,Scolopacidae indet.,verzamelsoort,,Scolopacidae (Strandlopers en snippen),Vogels,,algemeen,inheems,,https://waarneming.nl/species/20640/
1457,Steltstrandloper,Calidris himantopus,soort,,Scolopacidae (Strandlopers en snippen),Vogels,"(Bonaparte, CLJL, 1826)",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/1457/
333,Steppearend,Aquila nipalensis,soort,,"Accipitridae (Wouwen, Haviken en Arenden)",Vogels,"Hodgson, BH, 1833",zeer zeldzaam,inheems,,https://waarneming.nl/species/333/
1592,Steppebuizerd,Buteo buteo vulpinus,ondersoort,82,"Accipitridae (Wouwen, Haviken en Arenden)",Vogels,"(Gloger, CWL, 1833)",zeer zeldzaam,inheems,,https://waarneming.nl/species/1592/
1552,Steppehoen,Syrrhaptes paradoxus,soort,,Pteroclidae (Zandhoenders),Vogels,"(Pallas, PS, 1773)",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/1552/
334,Steppekiekendief,Circus macrourus,soort,,"Accipitridae (Wouwen, Haviken en Arenden)",Vogels,"(Gmelin, SG, 1770)",zeldzaam,inheems,,https://waarneming.nl/species/334/
1526,Steppekievit,Vanellus gregarius,soort,,Charadriidae (Kieviten en Plevieren),Vogels,"(Pallas, PS, 1771)",zeer zeldzaam,inheems,,https://waarneming.nl/species/1526/
1578,Steppeklapekster,Lanius excubitor pallidirostris,ondersoort,52,Laniidae (Klauwieren),Vogels,"Cassin, J, 1851",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/1578/
72992,Steppeplevier,Anarhynchus veredus,soort,,Charadriidae (Kieviten en Plevieren),Vogels,"(Gould, J, 1848)",zeer zeldzaam,inheems,,https://waarneming.nl/species/72992/
885,Steppevorkstaartplevier,Glareola nordmanni,soort,,Glareolidae (Renvogels en Vorkstaartplevieren),Vogels,"Fischer von Waldheim, G, 1842",zeer zeldzaam,inheems,,https://waarneming.nl/species/885/
240781,Stern (Sterna) onbekend,Sterna spec.,verzamelsoort,,"Laridae (Meeuwen, Sterns en Schaarbekken)",Vogels,"Linnaeus, C, 1758",algemeen,inheems,,https://waarneming.nl/species/240781/
183,Stormmeeuw,Larus canus,soort,,"Laridae (Meeuwen, Sterns en Schaarbekken)",Vogels,"Linnaeus, C, 1758",algemeen,inheems,,https://waarneming.nl/species/183/
335,Stormvogeltje,Hydrobates pelagicus,soort,,Hydrobatidae (Noordelijke stormvogeltjes),Vogels,"(Linnaeus, C, 1758)",zeer zeldzaam,inheems,,https://waarneming.nl/species/335/
20645,Stormvogeltje onbekend,Hydrobatidae indet.,verzamelsoort,,Hydrobatidae (Noordelijke stormvogeltjes),Vogels,,zeldzaam,inheems,,https://waarneming.nl/species/20645/
336,Strandleeuwerik,Eremophila alpestris,soort,,Alaudidae (Leeuweriken),Vogels,"(Linnaeus, C, 1758)",vrij algemeen,inheems,,https://waarneming.nl/species/336/
255989,Strandleeuwerik ssp flava,Eremophila alpestris flava,ondersoort,336,Alaudidae (Leeuweriken),Vogels,"(Gmelin, JF, 1789)",vrij algemeen,inheems,,https://waarneming.nl/species/255989/
16661,Strandloper onbekend,Calidris spec.,verzamelsoort,,Scolopacidae (Strandlopers en snippen),Vogels,"Merrem, B, 1804",algemeen,inheems,,https://waarneming.nl/species/16661/
23,Strandplevier,Anarhynchus alexandrinus,soort,,Charadriidae (Kieviten en Plevieren),Vogels,"(Linnaeus, C, 1758)",vrij algemeen,inheems,,https://waarneming.nl/species/23/
245160,Strandplevier ssp alexandrinus,Anarhynchus alexandrinus alexandrinus,ondersoort,23,Charadriidae (Kieviten en Plevieren),Vogels,"(Linnaeus, C, 1758)",vrij algemeen,inheems,,https://waarneming.nl/species/245160/
1123,Struikrietzanger,Acrocephalus dumetorum,soort,,Acrocephalidae (Rietzangers),Vogels,"Blyth, E, 1849",zeer zeldzaam,inheems,,https://waarneming.nl/species/1123/
1573,Swinhoes Boszanger,Phylloscopus plumbeitarsus,soort,,Phylloscopidae (Boszangers),Vogels,"Swinhoe, R, 1861",zeer zeldzaam,inheems,,https://waarneming.nl/species/1573/
70370,Swinhoes Fazant,Lophura swinhoii,soort,,"Phasianidae (Kwartels, Patrijzen en Fazanten)",Vogels,"(Gould, J, 1863)",vrij algemeen,incidentele invoer,,https://waarneming.nl/species/70370/
77188,Sykes' Spotvogel,Iduna rama,soort,,Acrocephalidae (Rietzangers),Vogels,"(Sykes, WH, 1832)",zeer zeldzaam,inheems,,https://waarneming.nl/species/77188/
70652,Syrische Bonte Specht,Dendrocopos syriacus,soort,,Picidae (Spechten),Vogels,"(Hemprich, WF; Ehrenberg, CG, 1833)",zeer zeldzaam,inheems,,https://waarneming.nl/species/70652/
699345,Tadorna spec.,Tadorna spec.,verzamelsoort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"Boie, F, 1822",onbekend,inheems,,https://waarneming.nl/species/699345/
1177530,Taeniopygia castanotis / guttata,Taeniopygia castanotis / guttata,synoniem,261350,Estrildidae (Prachtvinken),Vogels,,onbekend,exoot,,https://waarneming.nl/species/1177530/
184,Tafeleend,Aythya ferina,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/184/
312,Taiga- of Toendrarietgans,Anser fabalis / serrirostris,verzamelsoort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,,vrij algemeen,inheems,,https://waarneming.nl/species/312/
337,Taigaboomkruiper,Certhia familiaris,soort,,Certhiidae (Boomkruipers),Vogels,"Linnaeus, C, 1758",zeldzaam,inheems,,https://waarneming.nl/species/337/
80485,Taigaboomkruiper ssp familiaris,Certhia familiaris familiaris,ondersoort,337,Certhiidae (Boomkruipers),Vogels,"Linnaeus, C, 1758",zeldzaam,inheems,,https://waarneming.nl/species/80485/
75392,Taigagaai,Perisoreus infaustus,soort,,Corvidae (Kraaien en Gaaien),Vogels,"(Linnaeus, C, 1758)",vrij algemeen,exoot,,https://waarneming.nl/species/75392/
210287,Taigaklapekster,Lanius excubitor homeyeri,ondersoort,52,Laniidae (Klauwieren),Vogels,"Cabanis, JL, 1873",zeer zeldzaam,inheems,,https://waarneming.nl/species/210287/
338,Taigarietgans,Anser fabalis,soort,,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Latham, J, 1787)",zeer zeldzaam,inheems,,https://waarneming.nl/species/338/
243776,Taigarietgans ssp fabalis,Anser fabalis fabalis,ondersoort,338,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"(Latham, J, 1787)",zeer zeldzaam,inheems,,https://waarneming.nl/species/243776/
72929,Taigastrandloper,Calidris subminuta,soort,,Scolopacidae (Strandlopers en snippen),Vogels,"(Middendorff, AT, 1853)",zeer zeldzaam,inheems,,https://waarneming.nl/species/72929/
46,Tapuit,Oenanthe oenanthe,soort,,Muscicapidae (Vliegenvangers),Vogels,"(Linnaeus, C, 1758)",algemeen,inheems,,https://waarneming.nl/species/46/
1003731,Tapuit onbekend,Oenanthe spec.,verzamelsoort,,Muscicapidae (Vliegenvangers),Vogels,"Vieillot, LJP, 1816",vrij algemeen,inheems,,https://waarneming.nl/species/1003731/
260057,Tapuit ssp oenanthe,Oenanthe oenanthe oenanthe,ondersoort,46,Muscicapidae (Vliegenvangers),Vogels,"(Linnaeus, C, 1758)",vrij algemeen,inheems,,https://waarneming.nl/species/260057/
777,Taverners Canadese Gans,Branta hutchinsii taverneri,ondersoort,758,"Anatidae (Eenden, Ganzen en Zwanen)",Vogels,"Delacour, JT, 1951",vrij algemeen,exoot,,https://waarneming.nl/species/777/
70357,Temmincks Saterhoen,Tragopan temminckii,soort,,"Phasianidae (Kwartels, Patrijzen en Fazanten)",Vogels,"(Gray, JE, 1831)",vrij algemeen,exoot,,https://waarneming.nl/species/70357/
339,Temmincks Strandloper,Calidris temminckii,soort,,Scolopacidae (Strandlopers en snippen),Vogels,"(Leisler, JPA, 1812)",vrij algemeen,inheems,,https://waarneming.nl/species/339/
262050,Tennesseezanger,Leiothlypis peregrina,soort,,Parulidae (Amerikaanse zangers),Vogels,"(Wilson, A, 1811)",zeer zeldzaam,incidenteel / zwerver,,https://waarneming.nl/species/262050/
340,Terekruiter,Xenus cinereus,soort,,Scolopacidae (Strandlopers en snippen),Vogels,"(Güldenstädt, JA, 1775)",zeer zeldzaam,inheems,,https://waarneming.nl/species/340/
156935,Thayers Meeuw,Larus glaucoides thayeri,ondersoort,272,"Laridae (Meeuwen, Sterns en Schaarbekken)",Vogels,"Brooks, WS, 1915",zeer zeldzaam,inheems,,https://waarneming.nl/species/156935/
78152,Tijgervink,Amandava amandava,soort,,Estrildidae (Prachtvinken),Vogels,"(Linnaeus, C, 1758)",vrij algemeen,exoot,,https://waarneming.nl/species/78152/
186,Tjiftjaf,Phylloscopus collybita,soort,,Phylloscopidae (Boszangers),Vogels,"(Vieillot, LJP, 1817)",algemeen,inheems,,https://waarneming.nl/species/186/
595858,Tjiftjaf of Fitis,Phylloscopus collybita / trochilus,verzamelsoort,,Phylloscopidae (Boszangers),Vogels,,algemeen,inheems,,https://waarneming.nl/species/595858/
